state_of_health,state_of_charge,cycle_count,current_amps,temperature_cell,charge_rate_kw,is_charging,internal_resistance,action_voltage,action_current,dT_dt,dV_dt,thermal_stress_index,aging_indicator,charging_efficiency,charging_time,cycle_degradation,balancing_time
72.39,42.64,2564,59.52,50.15,5.36,1,0.0254,398.99,220.61,1.316,0.0385,0.989,0.733,0.841,20.0,0.641,3.63
87.58,32.8,614,244.44,58.66,61.12,0,0.0145,347.41,77.94,0.805,0.0134,0.863,0.175,0.831,154.61,0.1535,16.3
92.58,63.09,826,156.4,20.9,75.26,1,0.0184,309.83,34.59,1.456,0.0498,0.775,0.236,0.955,79.57,0.2065,11.51
77.02,30.57,1740,228.88,59.34,57.57,0,0.0225,403.15,171.5,0.575,0.0309,0.778,0.497,0.915,111.34,0.435,20.72
71.33,34.66,2701,197.88,24.19,66.7,0,0.0487,366.11,118.17,-0.104,-0.0263,0.265,0.772,0.893,45.18,0.6753,24.02
67.46,33.18,3089,151.55,52.0,40.39,0,0.0279,446.51,27.62,1.04,0.0268,0.896,0.883,0.95,118.92,0.7722,19.49
75.81,55.46,2089,42.18,38.63,94.18,0,0.044,319.24,147.1,0.244,-0.0098,0.454,0.597,0.804,163.09,0.5222,2.22
92.49,18.96,762,165.72,40.56,74.05,0,0.0116,387.46,158.01,1.395,-0.0131,0.932,0.218,0.857,174.38,0.1905,0.1
85.27,64.5,1266,190.08,56.07,107.35,0,0.0056,330.42,104.57,-0.313,-0.0318,0.643,0.362,0.946,112.83,0.3165,7.86
83.64,10.79,1147,234.0,61.82,74.92,1,0.0096,308.26,99.92,1.264,-0.03,1.076,0.328,0.927,156.73,0.2868,29.59
89.07,45.96,285,204.07,61.11,85.12,1,0.0183,424.43,156.16,-0.414,0.0259,0.73,0.081,0.948,25.95,0.0713,26.81
70.16,87.71,2662,17.32,54.89,70.44,1,0.025,439.54,201.83,1.414,-0.0088,1.072,0.761,0.807,67.15,0.6655,15.83
87.38,97.42,1616,138.93,31.4,78.2,0,0.0111,397.77,14.82,-0.387,-0.0029,0.445,0.462,0.841,90.01,0.404,3.56
84.8,20.46,1059,53.21,30.75,90.97,0,0.0458,448.67,44.48,0.663,-0.0417,0.549,0.303,0.809,81.24,0.2647,12.64
69.63,28.84,2878,136.24,55.46,86.75,0,0.0203,424.33,28.84,1.228,0.003,1.003,0.822,0.95,61.41,0.7195,26.76
81.09,39.85,1506,109.25,46.54,13.33,0,0.0307,354.74,237.64,0.483,-0.0089,0.623,0.43,0.914,43.35,0.3765,25.63
91.54,83.75,303,132.99,50.85,131.34,1,0.0203,351.76,21.42,-0.244,-0.0456,0.567,0.087,0.925,101.6,0.0757,3.37
72.24,78.66,2930,222.28,30.05,101.04,1,0.0348,321.16,149.1,-0.308,-0.0011,0.401,0.837,0.879,18.58,0.7325,1.27
68.45,74.69,3091,204.69,58.5,18.7,1,0.0124,371.26,114.55,1.424,-0.0033,1.11,0.883,0.904,143.38,0.7728,0.62
91.96,83.39,362,149.69,23.04,93.7,1,0.0378,374.43,38.76,0.184,-0.0178,0.286,0.103,0.806,146.72,0.0905,9.93
67.04,20.37,2375,111.13,58.0,34.32,1,0.0486,350.68,61.31,1.233,0.0315,1.029,0.679,0.888,148.57,0.5938,2.68
67.66,97.63,2274,145.19,62.53,86.72,0,0.043,383.11,109.96,1.191,0.029,1.054,0.65,0.904,161.73,0.5685,9.79
88.49,47.01,786,122.56,35.27,72.69,0,0.0379,377.9,78.15,-0.44,-0.0245,0.502,0.225,0.812,115.91,0.1965,8.27
74.14,57.73,3061,177.96,38.97,11.25,0,0.0149,403.53,181.07,0.504,-0.0129,0.561,0.875,0.932,155.01,0.7652,25.2
74.63,55.33,2849,54.82,48.06,119.11,0,0.0055,302.66,192.94,1.496,0.0342,1.042,0.814,0.815,49.75,0.7123,23.66
67.75,94.6,2919,162.59,53.88,134.85,1,0.0309,377.63,112.82,1.204,-0.0075,0.979,0.834,0.983,135.46,0.7298,13.62
80.76,62.44,2565,229.03,31.01,127.82,1,0.0068,435.1,183.05,0.233,0.0413,0.379,0.733,0.881,173.16,0.6412,16.58
73.69,73.59,3042,31.93,43.26,126.08,0,0.0096,376.58,14.06,0.955,-0.0111,0.781,0.869,0.809,51.09,0.7605,28.98
73.09,82.57,2432,8.85,38.66,69.22,0,0.0443,366.5,19.28,-0.035,0.0074,0.371,0.695,0.834,39.33,0.608,7.95
79.58,24.61,1982,188.46,30.84,142.31,0,0.0375,342.65,130.84,1.433,0.0452,0.858,0.566,0.98,176.35,0.4955,3.5
88.81,19.64,49,223.97,57.6,97.32,1,0.033,355.68,190.88,1.149,0.0054,0.991,0.014,0.861,42.83,0.0123,13.79
81.7,19.35,1440,205.39,48.07,138.84,0,0.0291,424.38,105.67,-0.186,0.0382,0.518,0.411,0.988,170.22,0.36,1.35
86.52,81.4,1499,139.68,20.36,95.85,0,0.0211,388.35,158.53,1.283,0.0173,0.701,0.428,0.911,176.94,0.3748,28.59
80.81,60.28,2199,103.45,24.64,56.61,1,0.0221,347.87,107.63,0.195,0.0278,0.305,0.628,0.941,176.46,0.5497,4.76
89.06,13.59,1466,190.18,21.28,40.43,1,0.0105,395.73,111.96,0.004,-0.0219,0.198,0.419,0.962,59.75,0.3665,29.07
94.93,77.65,720,183.77,25.4,110.34,0,0.0094,364.61,77.07,-0.304,0.0225,0.356,0.206,0.856,166.87,0.18,8.29
62.86,55.17,2977,205.9,63.2,139.97,1,0.0383,430.86,87.65,0.032,0.0311,0.596,0.851,0.933,16.58,0.7442,28.04
79.08,85.41,1932,240.18,42.46,143.92,0,0.0303,320.64,181.45,-0.242,-0.044,0.489,0.552,0.946,18.51,0.483,7.7
72.26,23.44,3317,106.62,25.68,143.36,0,0.02,419.85,135.06,0.786,-0.0092,0.551,0.948,0.933,106.44,0.8293,9.12
84.06,99.65,1626,99.75,35.32,87.24,1,0.0262,329.43,181.7,1.087,-0.0184,0.761,0.465,0.8,177.76,0.4065,20.82
81.32,25.45,1246,25.63,45.83,142.6,1,0.0415,411.11,58.43,0.553,0.0366,0.644,0.356,0.946,146.24,0.3115,1.42
74.1,77.81,2045,138.34,57.64,78.05,0,0.0278,317.47,13.16,1.183,0.0171,1.005,0.584,0.939,60.29,0.5112,5.72
77.77,93.85,1806,233.31,55.25,101.85,1,0.0228,405.24,134.31,-0.22,-0.0415,0.598,0.516,0.952,120.73,0.4515,5.72
74.17,57.3,2823,171.09,36.34,41.4,1,0.0269,414.73,196.08,0.625,-0.0157,0.585,0.807,0.844,69.62,0.7057,26.68
76.94,90.87,1565,183.06,59.77,3.52,0,0.0298,405.36,69.6,-0.3,-0.0252,0.672,0.447,0.951,38.82,0.3912,13.17
76.52,66.23,1574,56.22,62.3,55.3,0,0.0266,406.19,169.13,0.591,-0.0496,0.811,0.45,0.874,179.37,0.3935,28.5
78.76,49.74,2417,23.94,30.65,139.86,1,0.0219,307.63,59.6,0.509,-0.013,0.487,0.691,0.824,160.53,0.6043,22.48
65.46,13.27,2854,135.07,51.13,93.38,0,0.0469,320.41,95.61,1.308,-0.01,0.995,0.815,0.838,80.32,0.7135,14.75
81.01,12.64,1916,162.32,52.68,124.35,0,0.0055,343.04,116.49,0.832,0.0114,0.819,0.547,0.915,119.27,0.479,13.58
80.58,82.83,2514,89.21,37.65,70.26,1,0.0054,323.81,59.4,1.219,0.0319,0.835,0.718,0.857,140.08,0.6285,7.54
90.75,10.78,613,48.48,44.13,19.38,0,0.0203,395.04,118.24,0.7,0.0123,0.687,0.175,0.819,99.08,0.1532,16.07
82.23,47.61,1128,140.5,59.98,40.24,0,0.0187,368.27,209.76,0.27,0.0431,0.662,0.322,0.828,15.68,0.282,14.88
75.71,79.92,1876,111.56,51.62,128.68,1,0.0341,388.47,133.69,-0.051,0.0284,0.497,0.536,0.841,106.18,0.469,10.11
78.3,45.7,2173,233.43,30.86,136.55,0,0.036,301.73,39.57,0.377,-0.0156,0.436,0.621,0.962,129.91,0.5433,27.11
84.22,87.62,1621,144.93,31.57,65.62,0,0.0265,335.62,67.11,1.214,0.0133,0.777,0.463,0.831,59.98,0.4052,2.09
84.72,83.24,654,20.96,54.63,99.4,1,0.0341,433.07,66.57,1.304,0.0445,1.026,0.187,0.888,91.01,0.1635,7.43
78.26,56.16,2910,186.51,21.51,65.32,1,0.0058,363.32,81.2,0.923,0.0042,0.568,0.831,0.899,57.43,0.7275,4.23
84.57,23.84,701,126.66,46.73,73.07,0,0.0447,336.47,33.78,0.02,0.0438,0.439,0.2,0.88,94.28,0.1753,26.06
75.69,16.64,2074,112.56,43.71,70.53,1,0.0391,388.0,225.16,1.468,-0.0226,0.991,0.593,0.905,166.62,0.5185,24.85
67.04,88.24,3266,231.26,60.87,35.14,1,0.0083,402.49,134.66,1.123,0.004,1.011,0.933,0.864,126.18,0.8165,29.51
89.07,59.89,730,210.57,50.71,82.06,0,0.0159,401.9,170.84,-0.242,0.0353,0.565,0.209,0.933,178.63,0.1825,28.26
73.74,47.54,2389,206.22,50.8,99.25,1,0.0263,444.8,22.73,0.254,0.0231,0.571,0.683,0.95,62.48,0.5973,22.86
72.68,82.89,2307,8.13,44.81,38.88,1,0.0436,307.56,116.78,0.29,0.0185,0.53,0.659,0.933,23.46,0.5767,10.64
76.8,27.75,2134,28.91,49.91,147.76,0,0.0226,380.81,69.51,1.016,-0.0072,0.867,0.61,0.954,107.94,0.5335,26.78
66.04,97.6,3338,9.63,64.81,50.04,1,0.0053,313.62,162.32,1.15,0.0193,1.058,0.954,0.915,154.85,0.8345,22.67
86.44,44.67,598,63.12,56.23,106.89,0,0.0266,377.84,200.45,0.423,-0.0271,0.688,0.171,0.97,77.96,0.1495,19.75
89.27,54.65,507,181.06,34.76,20.46,0,0.0469,368.23,123.97,-0.49,0.0299,0.517,0.145,0.902,72.01,0.1268,13.84
67.8,60.16,3132,83.43,48.02,86.35,0,0.0307,329.49,97.09,0.04,0.0107,0.459,0.895,0.966,136.5,0.783,17.32
86.23,46.13,298,157.66,50.41,117.74,1,0.0459,332.89,50.04,0.679,-0.0432,0.737,0.085,0.807,116.72,0.0745,18.76
74.14,12.14,3387,190.35,27.3,42.54,1,0.0086,311.94,249.65,-0.043,0.0091,0.269,0.968,0.986,144.44,0.8468,12.52
88.43,45.59,10,153.67,49.67,56.79,1,0.0489,349.42,95.48,-0.157,0.0413,0.521,0.003,0.898,138.81,0.0025,22.43
91.43,43.65,413,246.27,51.18,100.74,0,0.0166,345.18,197.23,-0.009,-0.0127,0.476,0.118,0.97,154.02,0.1033,23.64
71.81,32.36,3165,144.66,30.16,107.52,1,0.0289,355.89,27.89,0.685,0.0497,0.552,0.904,0.971,47.54,0.7913,10.75
93.26,98.1,386,242.95,49.91,100.96,0,0.01,377.95,216.08,0.867,0.017,0.808,0.11,0.939,120.74,0.0965,2.21
78.03,35.85,1136,76.96,59.55,81.3,1,0.0397,389.67,66.29,0.318,0.0091,0.677,0.325,0.808,170.96,0.284,6.87
82.91,59.49,2316,109.16,22.33,39.19,1,0.0054,436.66,148.01,1.423,0.0206,0.775,0.662,0.84,82.5,0.579,2.13
86.85,45.66,1407,54.56,30.53,105.66,0,0.0223,410.79,155.76,1.141,0.0068,0.738,0.402,0.854,36.18,0.3518,3.35
72.22,33.12,2600,66.96,40.43,53.62,1,0.0398,388.8,172.32,1.292,-0.027,0.89,0.743,0.87,158.41,0.65,8.87
73.73,13.92,2616,99.65,47.31,38.79,0,0.0203,353.74,176.35,-0.157,0.008,0.5,0.747,0.803,41.62,0.654,24.28
83.54,95.1,1985,40.69,20.97,45.25,0,0.0173,336.85,11.64,-0.47,-0.0323,0.382,0.567,0.961,83.17,0.4963,28.66
85.55,83.65,47,113.99,60.61,37.17,0,0.0461,402.5,225.42,0.535,0.0399,0.773,0.013,0.942,40.53,0.0118,16.6
64.77,34.32,3286,112.97,50.62,94.59,0,0.0354,410.9,219.65,0.947,-0.0198,0.846,0.939,0.941,129.97,0.8215,20.81
90.05,80.37,380,111.18,52.59,76.18,0,0.0214,399.12,111.64,-0.029,0.0348,0.497,0.109,0.883,143.55,0.095,16.87
82.11,10.0,1446,99.97,43.09,103.1,1,0.0335,329.06,125.94,-0.477,-0.0029,0.589,0.413,0.936,124.56,0.3615,15.67
81.29,30.8,2029,59.79,45.8,79.27,0,0.01,413.01,227.3,0.068,-0.0146,0.45,0.58,0.921,21.37,0.5072,17.0
67.28,22.05,3495,157.95,28.61,68.66,1,0.0382,367.01,240.66,1.261,-0.0422,0.768,0.999,0.959,82.89,0.8738,12.43
86.53,63.26,477,76.41,54.84,103.51,1,0.0319,358.24,234.8,-0.045,0.0232,0.524,0.136,0.891,31.94,0.1193,22.4
91.69,35.84,766,112.68,39.91,21.9,0,0.0156,411.51,71.56,0.224,-0.0037,0.458,0.219,0.802,159.55,0.1915,14.05
62.71,17.63,3062,12.36,61.06,34.31,0,0.0394,348.86,149.96,1.0,0.0051,0.964,0.875,0.969,149.97,0.7655,0.37
61.84,87.19,3470,86.45,58.13,103.08,1,0.0295,384.28,90.07,0.82,-0.0018,0.865,0.991,0.814,119.6,0.8675,18.07
68.09,16.98,2747,125.97,57.42,101.81,0,0.0302,333.52,167.75,0.334,-0.0309,0.664,0.785,0.945,157.03,0.6867,13.68
79.46,46.06,1818,204.4,33.88,125.73,0,0.0429,344.81,94.7,0.961,0.0326,0.697,0.519,0.861,74.4,0.4545,3.31
77.06,76.03,2847,163.45,33.54,59.22,0,0.014,409.65,40.31,0.966,-0.0451,0.696,0.813,0.878,36.91,0.7117,16.93
78.48,26.29,2449,207.42,25.28,105.2,1,0.0221,403.43,38.08,0.766,0.0434,0.54,0.7,0.83,41.71,0.6122,0.35
89.96,70.44,1045,217.23,36.52,35.08,0,0.0199,411.14,35.38,0.038,-0.023,0.352,0.299,0.918,178.19,0.2612,1.2
75.11,10.03,3105,105.54,28.52,59.34,1,0.0131,414.37,16.15,0.17,-0.0372,0.331,0.887,0.857,26.68,0.7762,4.91
80.49,65.14,1346,29.86,48.78,144.02,0,0.0351,436.62,218.57,0.1,0.0362,0.49,0.385,0.805,63.04,0.3365,27.36
74.0,35.24,2418,72.15,31.74,61.3,0,0.0478,410.05,139.37,1.2,-0.0262,0.773,0.691,0.969,80.73,0.6045,2.15
69.34,16.16,2468,232.02,47.54,98.1,1,0.0494,384.91,201.42,0.459,0.0134,0.622,0.705,0.91,90.69,0.617,7.91
61.45,57.78,3458,235.97,51.57,114.7,0,0.0423,441.96,151.11,0.785,0.0108,0.79,0.988,0.847,119.65,0.8645,15.75
78.62,30.22,1024,218.0,60.33,71.61,1,0.0408,344.77,103.39,-0.383,0.0079,0.71,0.293,0.857,25.47,0.256,25.5
66.93,18.32,3319,218.91,36.9,111.46,1,0.0434,377.05,74.78,0.952,-0.0069,0.721,0.948,0.911,120.29,0.8297,0.97
97.94,37.21,67,66.91,36.14,58.66,0,0.0197,350.3,200.43,0.333,-0.0294,0.467,0.019,0.92,153.38,0.0168,13.26
90.97,25.91,1266,41.88,26.09,20.01,0,0.0085,358.96,192.58,1.196,-0.0364,0.719,0.362,0.934,122.44,0.3165,15.82
86.35,99.86,269,219.57,56.75,140.08,1,0.0384,405.03,19.59,0.051,-0.0119,0.544,0.077,0.902,178.05,0.0673,20.77
69.63,81.73,2040,196.85,60.53,21.24,1,0.0454,348.52,35.02,1.033,-0.0382,0.972,0.583,0.896,42.99,0.51,0.58
87.73,16.43,709,90.14,33.16,101.67,0,0.0452,443.01,91.94,0.121,0.047,0.354,0.203,0.813,105.83,0.1772,4.6
82.96,30.04,969,91.72,41.81,62.54,0,0.0495,446.44,189.92,1.342,0.0103,0.923,0.277,0.885,154.62,0.2422,16.15
84.1,32.35,1283,182.57,56.65,56.54,0,0.0086,347.54,175.33,1.437,0.0488,1.098,0.367,0.859,141.53,0.3207,12.93
73.54,80.09,2644,72.3,43.98,86.87,0,0.0274,374.9,249.7,0.257,-0.0139,0.509,0.755,0.954,98.5,0.661,28.73
74.38,69.19,2976,80.38,28.28,39.9,1,0.0212,346.7,245.53,1.125,0.0009,0.711,0.85,0.809,54.4,0.744,21.63
89.8,36.79,660,155.92,21.31,24.12,1,0.0377,431.49,97.71,0.452,-0.0461,0.378,0.189,0.873,141.83,0.165,26.12
84.49,16.37,270,91.78,56.26,143.34,0,0.0481,445.08,60.82,0.333,0.0219,0.653,0.077,0.882,25.1,0.0675,26.97
88.41,31.26,723,35.68,21.71,27.68,0,0.0417,310.37,28.62,-0.427,0.0189,0.371,0.207,0.845,89.41,0.1807,29.52
71.2,56.26,2600,202.67,59.64,16.37,1,0.016,388.19,60.33,1.218,0.0281,1.038,0.743,0.864,39.69,0.65,9.61
72.36,96.67,2311,231.55,49.41,140.46,1,0.0387,349.3,227.78,-0.245,-0.0105,0.554,0.66,0.969,141.25,0.5777,11.19
90.6,72.21,262,93.48,58.97,130.17,1,0.0148,438.11,216.33,0.19,0.0417,0.62,0.075,0.948,30.2,0.0655,13.77
78.24,76.4,2124,222.33,53.32,56.23,0,0.0103,345.45,95.56,0.597,0.0025,0.731,0.607,0.929,144.23,0.531,28.18
70.75,74.78,2376,87.15,55.78,42.63,1,0.0325,307.35,223.56,1.463,0.0075,1.1,0.679,0.832,81.57,0.594,5.06
84.25,27.53,1578,228.8,26.98,33.04,1,0.0288,326.44,69.69,-0.111,-0.0343,0.293,0.451,0.879,157.98,0.3945,21.11
83.12,43.45,2153,42.34,34.52,93.44,0,0.0116,437.5,44.58,0.896,-0.0162,0.677,0.615,0.889,23.91,0.5383,26.48
71.86,48.06,2444,148.99,47.53,105.37,0,0.0363,337.74,238.6,1.309,0.0286,0.962,0.698,0.81,132.76,0.611,28.73
75.44,12.15,3021,60.74,37.55,142.6,1,0.0119,398.32,50.9,-0.389,-0.0394,0.502,0.863,0.916,124.59,0.7552,9.35
82.85,43.47,1518,28.13,43.86,65.62,1,0.0242,445.47,202.05,0.288,-0.0343,0.52,0.434,0.832,26.95,0.3795,24.26
87.95,93.48,1302,157.39,20.49,138.71,0,0.0203,418.56,156.98,0.246,-0.0069,0.288,0.372,0.808,75.25,0.3255,17.96
74.72,85.22,2951,144.63,37.18,59.38,1,0.0195,445.05,47.14,-0.409,-0.05,0.507,0.843,0.962,175.66,0.7378,14.25
86.67,11.69,918,22.27,59.08,77.26,0,0.0074,430.61,183.65,1.265,0.0402,1.051,0.262,0.907,36.24,0.2295,14.32
79.34,23.19,2532,94.42,40.89,40.4,1,0.0062,365.3,132.99,-0.02,-0.0327,0.385,0.723,0.868,65.81,0.633,20.68
91.22,92.7,526,162.45,48.72,3.71,1,0.0165,311.84,98.36,0.611,0.0391,0.694,0.15,0.949,41.76,0.1315,5.38
96.75,48.18,29,187.61,26.62,88.59,0,0.0288,396.67,90.25,0.32,-0.0256,0.374,0.008,0.913,38.04,0.0073,10.37
73.85,51.89,2323,211.05,37.04,144.15,1,0.047,361.15,211.41,0.328,0.0296,0.473,0.664,0.816,101.71,0.5807,10.88
67.42,85.81,2964,222.72,42.06,70.53,0,0.0468,304.63,126.69,-0.282,0.0046,0.501,0.847,0.87,101.28,0.741,15.15
84.77,62.72,1572,188.55,23.75,89.61,0,0.0273,365.66,23.43,1.027,-0.0331,0.63,0.449,0.936,52.19,0.393,25.8
77.88,54.53,2267,31.38,30.47,59.79,0,0.0328,382.65,105.64,-0.384,0.0315,0.435,0.648,0.858,169.36,0.5667,24.26
65.76,81.27,2884,158.25,64.2,13.36,1,0.0261,349.91,64.2,-0.217,0.0035,0.679,0.824,0.939,77.51,0.721,5.59
81.27,13.19,1271,77.64,58.75,28.24,0,0.0214,360.59,199.71,-0.032,0.013,0.555,0.363,0.949,155.46,0.3178,0.54
71.76,92.45,2966,182.32,53.81,146.19,0,0.0072,413.78,139.14,0.461,-0.0335,0.681,0.847,0.856,94.29,0.7415,6.58
79.33,40.76,1081,77.28,51.21,16.21,1,0.0485,444.34,145.56,-0.189,0.0272,0.548,0.309,0.846,49.97,0.2702,4.38
70.82,37.41,3166,213.09,31.34,64.93,1,0.0313,315.2,135.11,0.841,0.0406,0.626,0.905,0.803,60.25,0.7915,17.87
70.66,81.83,1917,171.36,59.88,104.27,1,0.0471,313.45,170.33,0.533,-0.0397,0.766,0.548,0.96,164.62,0.4793,6.5
78.54,31.49,1597,7.38,58.22,128.09,0,0.0222,349.29,55.96,1.219,0.0012,1.025,0.456,0.908,175.36,0.3992,27.35
74.32,42.02,2633,119.06,35.99,25.43,1,0.0344,390.49,100.38,1.257,-0.0347,0.835,0.752,0.854,151.43,0.6583,0.46
83.44,75.07,2237,193.16,23.35,97.25,0,0.0058,352.05,74.02,-0.082,0.0287,0.248,0.639,0.832,69.24,0.5593,29.03
77.33,48.69,2652,37.77,30.67,23.83,0,0.0211,322.35,143.84,-0.087,-0.0159,0.318,0.758,0.922,46.65,0.663,4.18
72.48,93.02,2946,44.24,24.66,127.32,1,0.0324,301.41,209.05,0.056,-0.0044,0.25,0.842,0.844,167.71,0.7365,2.46
79.24,80.54,1197,145.82,58.36,135.94,1,0.0345,353.67,60.37,0.631,-0.0058,0.791,0.342,0.908,26.72,0.2993,17.73
91.79,69.48,317,91.85,39.93,12.57,1,0.033,358.33,26.64,-0.431,-0.0395,0.541,0.091,0.803,40.76,0.0793,0.93
66.93,41.59,2444,149.48,61.82,65.84,0,0.0415,303.5,13.17,-0.484,-0.0314,0.764,0.698,0.943,70.26,0.611,16.36
82.08,74.46,2252,149.84,28.09,64.11,1,0.0125,313.15,88.58,0.353,-0.0318,0.4,0.643,0.864,78.21,0.563,8.77
87.76,60.71,650,11.17,38.43,74.57,1,0.0439,449.44,81.25,0.046,0.0027,0.373,0.186,0.923,44.3,0.1625,14.32
73.04,79.72,2646,164.07,32.05,4.25,0,0.0418,391.06,240.16,0.541,-0.048,0.512,0.756,0.857,22.33,0.6615,11.43
70.86,17.51,2577,162.13,64.25,130.41,0,0.0124,410.67,249.54,0.441,-0.0446,0.769,0.736,0.911,47.09,0.6442,13.99
80.91,43.62,1301,35.92,63.7,17.02,0,0.0124,385.82,162.63,0.958,-0.0477,0.971,0.372,0.804,81.04,0.3252,9.14
69.78,23.81,2760,27.25,37.58,40.33,1,0.0496,408.5,132.77,-0.121,-0.021,0.395,0.789,0.853,29.29,0.69,19.73
89.08,91.56,955,103.65,42.22,25.46,0,0.0193,400.7,59.43,1.177,-0.0076,0.861,0.273,0.916,103.22,0.2388,29.55
72.87,20.95,2994,15.83,48.94,16.19,0,0.0097,322.71,100.92,-0.303,-0.0022,0.573,0.855,0.982,38.71,0.7485,28.1
67.12,38.55,3172,25.61,52.93,138.53,0,0.0244,442.85,92.96,0.306,0.03,0.611,0.906,0.918,129.34,0.793,29.52
66.8,75.15,2906,72.36,56.93,87.0,1,0.0307,326.62,88.8,1.069,-0.0166,0.953,0.83,0.923,151.47,0.7265,2.05
73.22,79.76,2075,120.37,50.19,42.3,0,0.0411,340.76,71.24,0.436,-0.0282,0.638,0.593,0.867,47.19,0.5188,3.48
90.82,79.21,873,37.74,24.71,104.0,0,0.0251,312.76,196.56,1.334,0.0421,0.762,0.249,0.94,146.33,0.2182,22.86
80.34,96.69,1887,143.91,30.05,98.22,0,0.0363,301.01,159.48,1.274,-0.0276,0.787,0.539,0.898,140.04,0.4718,11.53
82.81,55.01,2365,171.79,32.9,142.17,0,0.0059,403.74,15.28,0.072,0.028,0.332,0.676,0.97,172.95,0.5913,0.04
93.34,96.54,239,50.61,49.45,124.95,1,0.0157,446.87,162.66,-0.458,0.02,0.64,0.068,0.909,65.53,0.0598,12.41
86.53,14.3,1841,212.27,25.12,66.23,0,0.0085,330.2,241.32,0.13,0.0048,0.284,0.526,0.986,33.07,0.4602,2.65
76.75,15.35,1761,24.72,52.17,37.81,0,0.0325,432.29,139.82,1.363,0.0127,1.027,0.503,0.831,94.59,0.4403,9.83
94.45,57.68,221,10.09,39.19,44.93,1,0.0247,405.39,108.41,0.673,-0.0153,0.631,0.063,0.805,40.66,0.0553,24.93
65.21,64.36,3353,141.9,40.25,142.72,0,0.045,308.5,206.57,-0.413,-0.0317,0.537,0.958,0.87,139.04,0.8383,0.46
71.61,97.04,2924,247.16,46.06,58.02,1,0.0227,431.72,220.31,-0.07,0.0359,0.453,0.835,0.954,176.03,0.731,4.41
80.87,98.58,581,127.16,63.37,13.92,1,0.0421,427.07,175.17,0.556,0.0344,0.807,0.166,0.816,131.89,0.1452,20.46
90.92,89.48,484,164.15,57.97,36.43,1,0.0055,310.64,212.27,0.271,-0.0484,0.644,0.138,0.926,96.6,0.121,28.71
70.61,15.48,3114,48.25,37.84,92.39,0,0.0326,372.56,230.48,0.074,-0.0448,0.379,0.89,0.966,36.48,0.7785,16.98
79.08,75.04,1487,235.75,63.31,126.46,0,0.0173,383.02,107.82,0.124,0.0428,0.634,0.425,0.976,147.98,0.3718,12.67
90.73,34.98,149,20.16,59.52,92.02,0,0.0169,428.3,123.88,-0.043,-0.0459,0.567,0.043,0.885,73.47,0.0372,16.57
71.06,52.13,3141,82.26,26.62,10.61,1,0.0319,402.02,63.7,0.982,-0.0112,0.639,0.897,0.856,93.17,0.7853,6.9
64.35,57.07,2976,116.98,58.97,87.88,0,0.0374,421.95,124.81,1.027,0.0249,0.955,0.85,0.942,165.11,0.744,24.42
70.64,99.91,2876,222.54,60.65,147.53,1,0.0053,358.1,95.86,0.618,0.0096,0.807,0.822,0.801,135.23,0.719,3.46
72.33,79.97,1777,233.24,56.16,30.77,0,0.0485,306.81,232.63,-0.318,-0.0233,0.646,0.508,0.866,60.49,0.4443,27.38
85.64,92.93,1155,159.65,53.27,63.62,1,0.0113,441.23,114.87,0.413,0.0206,0.657,0.33,0.873,152.23,0.2888,19.36
96.56,69.6,351,120.02,38.66,143.4,0,0.01,314.11,181.91,0.351,0.0409,0.497,0.1,0.823,106.81,0.0878,27.66
74.23,90.27,2541,11.06,43.72,97.3,1,0.027,301.52,14.74,-0.341,-0.0452,0.54,0.726,0.859,76.93,0.6352,13.55
75.96,16.93,2538,233.51,30.41,37.96,1,0.0329,369.81,185.55,1.217,-0.0201,0.768,0.725,0.947,81.34,0.6345,26.33
80.73,67.88,1615,223.18,39.84,43.31,0,0.0388,396.44,196.15,0.065,0.0304,0.394,0.461,0.953,92.0,0.4037,15.01
79.19,68.12,2036,203.84,39.29,139.74,1,0.0295,446.0,109.71,0.272,-0.0041,0.471,0.582,0.889,152.81,0.509,24.47
65.86,15.91,3272,71.42,39.25,25.68,0,0.0464,425.13,75.11,-0.444,0.0225,0.54,0.935,0.863,84.33,0.818,28.07
77.23,37.28,1883,178.94,56.17,79.83,0,0.0192,374.0,105.9,0.37,0.0081,0.666,0.538,0.828,127.14,0.4708,10.62
77.94,36.89,2819,195.6,30.94,106.18,0,0.0107,370.03,20.61,0.092,0.0162,0.322,0.805,0.876,40.69,0.7047,8.21
79.29,15.22,2612,165.18,32.15,23.03,1,0.0113,381.94,89.54,-0.014,0.0112,0.302,0.746,0.815,170.8,0.653,5.95
75.78,99.44,2021,124.84,63.66,137.27,0,0.0102,303.87,123.9,1.183,0.001,1.061,0.577,0.862,124.85,0.5052,21.48
82.26,19.07,1994,246.47,22.88,128.93,0,0.0221,358.14,29.35,-0.238,-0.0283,0.306,0.57,0.878,40.45,0.4985,13.68
77.81,50.82,2257,239.63,49.13,64.63,0,0.0138,405.73,235.17,0.852,0.021,0.794,0.645,0.955,138.21,0.5643,27.52
77.55,17.86,2311,175.5,47.26,10.32,0,0.0158,400.04,59.99,1.379,0.0419,0.988,0.66,0.958,151.26,0.5777,28.14
85.75,61.01,1605,37.57,22.73,54.3,0,0.0206,363.42,232.77,0.154,0.0229,0.271,0.459,0.903,89.23,0.4012,23.72
