vehicle_id,timestamp,voltage,current,battery_temperature,ambient_temperature,soc,soh,charge_cycles,charging_status,charging_type,battery_capacity,speed,distance,power,cell_voltage_max,cell_voltage_min,voltage_imbalance,risk_level,fault_code
EV06787,2026-01-06 01:06:00,397.31,104.5,41.07,37.91,88.99,60.28,1943,Idle,None,90,0.0,35667.38,41.52,4.057,3.964,0.093,Medium,NONE
EV06788,2026-01-06 01:07:00,394.7,39.72,31.23,29.25,12.06,78.02,1099,Idle,None,75,0.0,29643.07,15.68,4.171,4.148,0.023,Medium,NONE
EV06789,2026-01-06 01:08:00,390.58,141.39,25.04,21.05,37.39,94.14,293,Idle,None,75,0.0,6415.23,55.22,4.065,3.943,0.122,Low,NONE
EV06790,2026-01-06 01:09:00,397.95,55.5,34.78,26.12,84.85,79.44,1028,Idle,None,90,0.0,30715.38,22.09,4.184,4.096,0.088,Medium,NONE
EV06791,2026-01-06 01:10:00,401.37,25.98,48.56,37.92,62.73,80.35,640,Idle,None,90,0.0,16891.89,10.43,4.147,4.01,0.137,Medium,NONE
EV06792,2026-01-06 01:11:00,392.75,100.65,35.35,28.07,14.56,63.82,1809,Idle,None,60,0.0,50784.73,39.53,4.12,4.087,0.033,Medium,NONE
EV06793,2026-01-06 01:12:00,398.55,53.54,44.52,35.61,16.89,76.14,1012,Idle,None,60,0.0,26538.56,21.34,4.087,4.067,0.02,Medium,NONE
EV06794,2026-01-06 01:13:00,399.11,87.58,43.86,30.11,77.84,64.53,1619,Discharging,None,90,69.29,34733.16,34.95,4.086,3.994,0.092,Medium,NONE
EV06795,2026-01-06 01:14:00,392.97,41.41,26.02,37.01,31.48,70.64,1468,Idle,None,60,0.0,34591.06,16.27,4.074,3.981,0.093,Medium,NONE
EV06796,2026-01-06 01:15:00,393.25,153.97,48.75,27.69,25.09,60.04,1648,Charging,Slow AC,90,0.0,47802.35,60.55,4.09,3.958,0.132,Medium,NONE
EV06797,2026-01-06 01:16:00,403.38,142.56,29.79,39.98,96.71,86.06,697,Charging,Fast DC,75,0.0,13009.05,57.51,4.138,4.117,0.021,Low,NONE
EV06798,2026-01-06 01:17:00,390.62,120.9,49.88,39.03,32.09,89.38,136,Charging,Slow AC,60,0.0,3056.8,47.23,4.141,3.98,0.161,Medium,NONE
EV06799,2026-01-06 01:18:00,399.78,165.72,44.89,26.86,91.98,66.09,1500,Idle,None,60,0.0,34665.95,66.25,4.121,4.088,0.033,Medium,NONE
EV06800,2026-01-06 01:19:00,402.72,33.9,57.46,33.02,89.09,78.35,384,Idle,None,90,0.0,8992.75,13.65,4.058,4.027,0.031,High,OVERHEAT
EV06801,2026-01-06 01:20:00,393.27,140.05,28.08,32.05,58.97,92.64,368,Charging,Fast DC,60,0.0,9214.38,55.08,4.126,4.035,0.091,Low,NONE
EV06802,2026-01-06 01:21:00,400.74,176.84,48.72,25.79,14.01,57.44,1779,Charging,Fast DC,75,0.0,40998.31,70.87,4.153,4.133,0.02,High,BATTERY_DEGRADED
EV06803,2026-01-06 01:22:00,402.9,92.12,43.7,28.59,94.81,58.6,1922,Idle,None,75,0.0,41299.51,37.12,4.147,4.107,0.04,High,BATTERY_DEGRADED
EV06804,2026-01-06 01:23:00,390.05,92.62,42.28,22.06,94.14,82.6,779,Idle,None,90,0.0,19740.72,36.13,4.158,3.993,0.165,Medium,NONE
EV06805,2026-01-06 01:24:00,391.32,107.55,45.42,26.33,13.43,64.98,1534,Discharging,None,90,87.76,43672.19,42.09,4.102,4.062,0.04,Medium,NONE
EV06806,2026-01-06 01:25:00,404.95,160.43,47.92,27.54,18.32,61.4,1613,Discharging,None,75,116.62,47806.74,64.97,4.184,4.119,0.065,Medium,NONE
EV06807,2026-01-06 01:26:00,396.03,99.08,38.52,26.51,7.29,81.12,944,Discharging,None,90,26.3,20013.81,39.24,4.088,4.014,0.074,Low,NONE
EV06808,2026-01-06 01:27:00,397.52,121.41,48.29,38.93,39.62,62.23,1557,Charging,Fast DC,75,0.0,33749.44,48.26,4.136,4.074,0.062,Medium,NONE
EV06809,2026-01-06 01:28:00,400.37,153.8,55.13,37.93,70.23,70.18,886,Discharging,None,60,45.59,17765.44,61.58,4.095,4.051,0.044,High,OVERHEAT
EV06810,2026-01-06 01:29:00,392.26,100.18,25.81,24.56,19.54,99.5,25,Charging,Slow AC,90,0.0,672.13,39.3,4.162,3.997,0.165,Low,NONE
EV06811,2026-01-06 01:30:00,401.62,23.89,36.29,31.88,70.71,63.9,1805,Idle,None,90,0.0,42229.17,9.59,4.173,4.004,0.169,Medium,NONE
EV06812,2026-01-06 01:31:00,401.38,46.09,28.49,31.01,48.15,64.2,1790,Charging,Fast DC,60,0.0,46919.53,18.5,4.14,3.986,0.154,Medium,NONE
EV06813,2026-01-06 01:32:00,404.59,178.69,30.72,30.36,94.79,82.22,889,Idle,None,90,0.0,25337.52,72.3,4.147,4.088,0.059,Low,NONE
EV06814,2026-01-06 01:33:00,404.88,125.43,27.68,36.64,60.01,77.1,1145,Discharging,None,75,81.91,22077.4,50.78,4.116,4.083,0.033,Medium,NONE
EV06815,2026-01-06 01:34:00,397.81,109.11,30.76,24.71,72.22,84.98,751,Discharging,None,60,86.94,14435.21,43.41,4.167,4.007,0.16,Low,NONE
EV06816,2026-01-06 01:35:00,393.68,60.38,39.81,24.72,53.09,77.46,1127,Charging,Slow AC,90,0.0,29266.56,23.77,4.129,4.081,0.048,Medium,NONE
EV06817,2026-01-06 01:36:00,397.27,173.98,54.69,33.92,45.9,86.17,104,Charging,Fast DC,60,0.0,2328.32,69.12,4.188,4.033,0.155,High,OVERHEAT
EV06818,2026-01-06 01:37:00,393.53,121.07,59.1,35.94,7.5,47.18,1877,Idle,None,75,0.0,46053.98,47.64,4.101,3.969,0.132,High,OVERHEAT
EV06819,2026-01-06 01:38:00,399.7,50.78,46.1,35.73,88.21,60.6,1726,Idle,None,60,0.0,49311.5,20.3,4.088,4.051,0.037,Medium,NONE
EV06820,2026-01-06 01:39:00,394.29,84.94,45.39,27.97,57.08,77.63,903,Charging,Slow AC,90,0.0,17405.18,33.49,4.067,3.996,0.071,Medium,NONE
EV06821,2026-01-06 01:40:00,403.79,168.68,47.97,22.05,68.04,62.96,1533,Charging,Slow AC,60,0.0,39985.01,68.11,4.065,3.922,0.143,Medium,NONE
EV06822,2026-01-06 01:41:00,391.05,100.69,40.58,26.48,91.22,91.32,411,Charging,Fast DC,90,0.0,9423.72,39.37,4.182,4.145,0.037,Medium,NONE
EV06823,2026-01-06 01:42:00,397.23,74.53,37.08,38.25,63.61,94.58,271,Discharging,None,75,64.17,7684.8,29.61,4.114,3.938,0.176,Low,NONE
EV06824,2026-01-06 01:43:00,390.89,146.89,53.25,39.44,35.44,75.0,720,Charging,Slow AC,75,0.0,15287.83,57.42,4.142,4.046,0.096,High,OVERHEAT
EV06825,2026-01-06 01:44:00,398.01,139.56,26.09,36.75,76.85,91.64,418,Discharging,None,60,52.08,9268.85,55.55,4.172,4.135,0.037,Low,NONE
EV06826,2026-01-06 01:45:00,400.82,115.74,53.95,24.02,52.14,75.52,666,Charging,Fast DC,75,0.0,16412.95,46.39,4.069,3.941,0.128,High,OVERHEAT
EV06827,2026-01-06 01:46:00,403.7,47.06,25.96,33.64,42.73,88.28,586,Idle,None,75,0.0,13026.5,19.0,4.155,4.071,0.084,Low,NONE
EV06828,2026-01-06 01:47:00,401.12,145.26,37.6,22.8,52.37,91.84,408,Idle,None,75,0.0,11337.54,58.27,4.097,4.046,0.051,Low,NONE
EV06829,2026-01-06 01:48:00,394.87,95.55,44.44,33.68,16.31,89.01,372,Discharging,None,90,21.1,8020.78,37.73,4.108,3.974,0.134,Medium,NONE
EV06830,2026-01-06 01:49:00,393.24,102.27,43.27,31.41,73.31,66.04,1567,Discharging,None,75,79.91,46817.31,40.22,4.157,4.072,0.085,Medium,NONE
EV06831,2026-01-06 01:50:00,396.0,71.65,47.48,25.67,29.59,92.94,54,Charging,Fast DC,90,0.0,1098.97,28.37,4.072,3.95,0.122,Medium,NONE
EV06832,2026-01-06 01:51:00,404.99,162.43,44.82,22.25,29.26,89.24,345,Discharging,None,75,32.82,9025.35,65.78,4.126,4.09,0.036,Medium,NONE
EV06833,2026-01-06 01:52:00,401.78,80.8,35.49,37.81,56.5,66.68,1666,Discharging,None,60,65.88,33676.3,32.46,4.089,3.999,0.09,Medium,NONE
EV06834,2026-01-06 01:53:00,402.09,52.05,49.32,23.36,16.32,56.34,1810,Discharging,None,60,48.97,45327.82,20.93,4.059,3.977,0.082,High,BATTERY_DEGRADED
EV06835,2026-01-06 01:54:00,395.92,22.09,43.39,29.89,42.88,91.73,278,Discharging,None,60,70.83,5429.16,8.75,4.082,3.929,0.153,Medium,NONE
EV06836,2026-01-06 01:55:00,399.49,28.39,48.58,23.65,25.77,71.42,1086,Discharging,None,60,75.82,27381.16,11.34,4.077,4.006,0.071,Medium,NONE
EV06837,2026-01-06 01:56:00,390.37,42.76,58.29,33.55,19.99,62.79,1129,Charging,Slow AC,75,0.0,32575.34,16.69,4.061,3.983,0.078,High,OVERHEAT
EV06838,2026-01-06 01:57:00,397.37,135.74,58.37,26.58,80.39,75.62,484,Idle,None,75,0.0,11842.65,53.94,4.107,3.992,0.115,High,OVERHEAT
EV06839,2026-01-06 01:58:00,393.31,38.63,54.96,37.49,27.78,58.01,1501,Discharging,None,90,36.58,41495.0,15.19,4.127,4.077,0.05,High,OVERHEAT
EV06840,2026-01-06 01:59:00,393.11,113.33,45.52,28.83,50.22,56.36,1961,Charging,Fast DC,60,0.0,51586.82,44.55,4.054,3.975,0.079,High,BATTERY_DEGRADED
EV06841,2026-01-06 02:00:00,394.63,33.04,44.36,28.09,60.06,67.99,1426,Discharging,None,75,72.11,36903.38,13.04,4.132,4.061,0.071,Medium,NONE
EV06842,2026-01-06 02:01:00,399.66,137.89,57.04,33.67,99.7,81.99,219,Idle,None,90,0.0,4583.17,55.11,4.143,4.004,0.139,High,OVERHEAT
EV06843,2026-01-06 02:02:00,391.95,155.85,36.43,29.84,82.26,61.74,1913,Charging,Fast DC,90,0.0,56362.51,61.09,4.155,3.988,0.167,Medium,NONE
EV06844,2026-01-06 02:03:00,402.82,80.4,31.47,30.07,61.01,80.26,987,Charging,Fast DC,60,0.0,27941.07,32.39,4.139,3.987,0.152,Low,NONE
EV06845,2026-01-06 02:04:00,390.88,67.12,54.05,28.13,11.04,78.14,531,Discharging,None,60,75.7,13932.49,26.24,4.16,4.081,0.079,High,OVERHEAT
EV06846,2026-01-06 02:05:00,401.79,29.95,38.04,34.98,62.45,68.5,1575,Discharging,None,75,30.8,36206.54,12.03,4.074,3.985,0.089,Medium,NONE
EV06847,2026-01-06 02:06:00,393.6,132.65,30.8,36.71,90.46,82.38,881,Idle,None,90,0.0,16348.33,52.21,4.081,3.958,0.123,Low,NONE
EV06848,2026-01-06 02:07:00,396.65,152.25,32.32,34.9,93.04,68.54,1573,Discharging,None,75,58.43,39180.73,60.39,4.137,4.084,0.053,Medium,NONE
EV06849,2026-01-06 02:08:00,404.06,30.76,30.56,35.87,73.39,61.74,1913,Idle,None,60,0.0,49510.0,12.43,4.102,3.954,0.148,Medium,NONE
EV06850,2026-01-06 02:09:00,397.28,140.29,36.86,33.66,21.62,71.2,1440,Charging,Slow AC,75,0.0,37290.56,55.73,4.153,4.098,0.055,Medium,NONE
EV06851,2026-01-06 02:10:00,391.43,40.9,45.15,20.55,47.41,56.14,1987,Idle,None,90,0.0,39977.66,16.01,4.065,3.957,0.108,High,BATTERY_DEGRADED
EV06852,2026-01-06 02:11:00,393.2,151.74,37.34,29.35,7.95,71.78,1411,Idle,None,60,0.0,39031.45,59.66,4.138,4.101,0.037,Medium,NONE
EV06853,2026-01-06 02:12:00,400.64,55.72,34.68,38.64,49.43,61.32,1934,Charging,Fast DC,90,0.0,48048.94,22.32,4.105,3.975,0.13,Medium,NONE
EV06854,2026-01-06 02:13:00,399.22,125.05,37.63,38.16,49.06,88.0,600,Idle,None,90,0.0,17698.8,49.92,4.139,4.053,0.086,Low,NONE
EV06855,2026-01-06 02:14:00,391.91,179.19,43.77,28.4,28.24,85.34,582,Charging,Slow AC,60,0.0,15845.8,70.23,4.074,3.997,0.077,Medium,NONE
EV06856,2026-01-06 02:15:00,397.81,172.92,59.39,39.4,10.86,78.57,296,Idle,None,90,0.0,5476.52,68.79,4.199,4.065,0.134,High,OVERHEAT
EV06857,2026-01-06 02:16:00,396.01,161.91,37.7,29.26,51.74,60.0,2000,Charging,Fast DC,90,0.0,42755.29,64.12,4.198,4.109,0.089,Medium,NONE
EV06858,2026-01-06 02:17:00,399.39,65.19,46.76,33.14,67.45,68.29,1315,Discharging,None,75,99.88,23792.72,26.04,4.086,4.063,0.023,Medium,NONE
EV06859,2026-01-06 02:18:00,395.74,144.41,26.64,39.93,14.71,71.28,1436,Charging,Slow AC,75,0.0,31867.5,57.15,4.144,4.061,0.083,Medium,NONE
EV06860,2026-01-06 02:19:00,393.7,92.73,54.21,37.53,52.61,71.51,856,Idle,None,90,0.0,23446.3,36.51,4.08,3.913,0.167,High,OVERHEAT
EV06861,2026-01-06 02:20:00,400.45,122.56,56.51,37.74,17.57,52.69,1705,Charging,Fast DC,90,0.0,36003.04,49.08,4.158,4.084,0.074,High,OVERHEAT
EV06862,2026-01-06 02:21:00,397.28,80.26,47.7,25.1,87.57,68.94,1245,Idle,None,75,0.0,23446.54,31.89,4.087,4.032,0.055,Medium,NONE
EV06863,2026-01-06 02:22:00,390.56,38.83,32.83,36.29,72.95,72.3,1385,Idle,None,75,0.0,35656.33,15.17,4.059,4.02,0.039,Medium,NONE
EV06864,2026-01-06 02:23:00,397.57,96.19,43.72,20.95,96.71,93.34,184,Idle,None,75,0.0,5084.34,38.24,4.06,3.899,0.161,Medium,NONE
EV06865,2026-01-06 02:24:00,399.82,177.13,58.68,25.34,13.34,71.16,695,Discharging,None,75,68.74,18156.22,70.82,4.09,3.915,0.175,High,OVERHEAT
EV06866,2026-01-06 02:25:00,402.16,41.07,57.77,33.01,88.39,47.54,1912,Idle,None,75,0.0,38507.12,16.52,4.119,3.977,0.142,High,OVERHEAT
EV06867,2026-01-06 02:26:00,403.97,30.14,40.37,26.86,99.71,66.08,1681,Discharging,None,90,117.24,46898.95,12.18,4.162,4.124,0.038,Medium,NONE
EV06868,2026-01-06 02:27:00,402.41,86.06,57.63,31.49,26.96,70.14,788,Charging,Slow AC,75,0.0,22661.59,34.63,4.14,4.118,0.022,High,OVERHEAT
EV06869,2026-01-06 02:28:00,397.51,120.31,41.71,39.4,6.24,62.79,1792,Charging,Slow AC,60,0.0,52160.8,47.82,4.133,4.086,0.047,Medium,NONE
EV06870,2026-01-06 02:29:00,391.66,164.05,26.58,35.04,91.63,89.96,502,Discharging,None,75,26.91,14272.74,64.25,4.166,3.993,0.173,Low,NONE
EV06871,2026-01-06 02:30:00,392.58,25.34,32.83,22.69,44.07,73.72,1314,Idle,None,60,0.0,25997.8,9.95,4.129,3.957,0.172,Medium,NONE
EV06872,2026-01-06 02:31:00,404.0,93.37,50.95,31.94,64.33,70.9,1017,Charging,Slow AC,60,0.0,21246.62,37.72,4.135,3.969,0.166,High,OVERHEAT
EV06873,2026-01-06 02:32:00,393.33,164.37,56.56,20.24,81.97,79.39,368,Idle,None,90,0.0,8049.49,64.65,4.068,4.005,0.063,High,OVERHEAT
EV06874,2026-01-06 02:33:00,390.61,154.3,29.57,21.88,96.11,69.2,1540,Idle,None,75,0.0,28528.62,60.27,4.11,3.962,0.148,Medium,NONE
EV06875,2026-01-06 02:34:00,398.88,101.93,50.85,25.01,70.63,65.98,1267,Charging,Fast DC,90,0.0,23043.32,40.66,4.16,4.066,0.094,High,OVERHEAT
EV06876,2026-01-06 02:35:00,398.79,117.09,25.76,35.78,30.49,86.7,665,Charging,Fast DC,60,0.0,18650.61,46.69,4.187,4.043,0.144,Low,NONE
EV06877,2026-01-06 02:36:00,401.49,135.48,59.89,22.65,57.35,50.11,1699,Idle,None,90,0.0,40593.9,54.39,4.18,4.017,0.163,High,OVERHEAT
EV06878,2026-01-06 02:37:00,393.21,104.13,49.43,29.79,35.05,73.88,929,Discharging,None,60,27.51,18800.22,40.94,4.131,3.99,0.141,Medium,NONE
EV06879,2026-01-06 02:38:00,390.54,168.64,56.83,26.88,32.79,80.3,312,Idle,None,60,0.0,7156.08,65.86,4.191,4.018,0.173,High,OVERHEAT
EV06880,2026-01-06 02:39:00,404.46,56.25,30.1,25.27,27.69,68.16,1592,Idle,None,60,0.0,47215.06,22.75,4.141,4.059,0.082,Medium,NONE
EV06881,2026-01-06 02:40:00,404.1,175.41,54.43,26.09,47.87,77.28,559,Idle,None,90,0.0,15039.7,70.88,4.091,4.036,0.055,High,OVERHEAT
EV06882,2026-01-06 02:41:00,403.24,57.33,38.34,38.29,44.6,65.38,1731,Discharging,None,60,42.33,50705.13,23.12,4.165,4.037,0.128,Medium,NONE
EV06883,2026-01-06 02:42:00,391.01,127.04,32.61,34.96,97.49,73.56,1322,Discharging,None,90,49.91,26093.38,49.67,4.052,3.975,0.077,Medium,NONE
EV06884,2026-01-06 02:43:00,392.22,43.29,59.71,27.08,44.29,63.69,1027,Charging,Fast DC,90,0.0,24050.89,16.98,4.107,4.069,0.038,High,OVERHEAT
EV06885,2026-01-06 02:44:00,391.81,130.89,51.96,34.03,26.71,57.63,1640,Idle,None,90,0.0,36175.93,51.28,4.158,4.134,0.024,High,OVERHEAT
EV06886,2026-01-06 02:45:00,404.75,47.39,29.81,34.13,88.38,63.98,1801,Discharging,None,75,75.91,44455.55,19.18,4.113,4.035,0.078,Medium,NONE
EV06887,2026-01-06 02:46:00,392.36,138.08,55.46,36.88,51.46,58.09,1477,Charging,Slow AC,60,0.0,37802.67,54.18,4.166,3.988,0.178,High,OVERHEAT
EV06888,2026-01-06 02:47:00,397.79,49.35,56.74,21.09,68.67,77.29,466,Idle,None,60,0.0,13093.52,19.63,4.066,3.957,0.109,High,OVERHEAT
EV06889,2026-01-06 02:48:00,390.76,172.04,53.65,37.72,15.67,49.42,1983,Charging,Fast DC,90,0.0,55766.85,67.23,4.129,4.027,0.102,High,OVERHEAT
EV06890,2026-01-06 02:49:00,395.01,162.52,28.68,30.07,85.05,82.18,891,Discharging,None,75,117.61,24578.61,64.2,4.181,4.016,0.165,Low,NONE
EV06891,2026-01-06 02:50:00,392.64,65.02,29.88,27.1,69.21,84.6,770,Discharging,None,60,71.01,14316.35,25.53,4.122,4.009,0.113,Low,NONE
EV06892,2026-01-06 02:51:00,394.76,68.42,59.05,23.5,72.44,49.14,1781,Charging,Slow AC,90,0.0,46205.42,27.01,4.192,4.059,0.133,High,OVERHEAT
EV06893,2026-01-06 02:52:00,393.4,30.02,38.12,30.6,50.8,86.82,659,Discharging,None,90,60.52,13297.85,11.81,4.177,3.997,0.18,Low,NONE
EV06894,2026-01-06 02:53:00,403.85,82.7,27.03,29.71,61.91,78.7,1065,Discharging,None,60,38.37,19472.76,33.4,4.142,4.12,0.022,Medium,NONE
EV06895,2026-01-06 02:54:00,401.19,55.81,59.5,39.08,96.5,66.24,908,Idle,None,60,0.0,22919.74,22.39,4.159,4.021,0.138,High,OVERHEAT
EV06896,2026-01-06 02:55:00,396.89,27.2,50.17,20.22,30.94,52.6,1963,Idle,None,60,0.0,57139.42,10.8,4.055,3.922,0.133,High,OVERHEAT
EV06897,2026-01-06 02:56:00,390.2,62.67,31.12,24.41,38.24,88.0,600,Charging,Slow AC,60,0.0,17693.25,24.45,4.164,3.988,0.176,Low,NONE
EV06898,2026-01-06 02:57:00,391.85,57.57,53.72,39.07,70.09,62.46,1328,Idle,None,60,0.0,29677.57,22.56,4.149,4.058,0.091,High,OVERHEAT
EV06899,2026-01-06 02:58:00,403.07,110.74,55.73,20.19,26.24,63.28,1207,Idle,None,90,0.0,30930.48,44.64,4.135,4.0,0.135,High,OVERHEAT
EV06900,2026-01-06 02:59:00,399.88,73.57,42.31,31.04,50.88,75.23,1146,Discharging,None,90,103.51,27804.06,29.42,4.065,4.025,0.04,Medium,NONE
EV06901,2026-01-06 03:00:00,398.33,82.06,53.3,23.98,42.42,78.3,553,Charging,Slow AC,90,0.0,10740.31,32.69,4.063,3.883,0.18,High,OVERHEAT
EV06902,2026-01-06 03:01:00,400.06,51.86,51.78,26.39,26.76,65.92,1233,Discharging,None,75,46.63,35864.34,20.75,4.054,3.917,0.137,High,OVERHEAT
EV06903,2026-01-06 03:02:00,394.02,121.1,33.27,22.8,57.61,81.44,928,Charging,Fast DC,75,0.0,25342.79,47.72,4.196,4.057,0.139,Low,NONE
EV06904,2026-01-06 03:03:00,403.68,88.68,54.34,21.9,9.08,50.11,1921,Discharging,None,75,106.54,44231.05,35.8,4.056,3.958,0.098,High,OVERHEAT
EV06905,2026-01-06 03:04:00,397.39,101.39,45.44,30.54,41.61,59.85,1790,Charging,Slow AC,75,0.0,52406.09,40.29,4.083,4.031,0.052,High,BATTERY_DEGRADED
EV06906,2026-01-06 03:05:00,400.71,122.83,44.34,32.1,96.55,63.29,1662,Discharging,None,60,52.03,45808.79,49.22,4.127,4.058,0.069,Medium,NONE
EV06907,2026-01-06 03:06:00,399.84,130.63,37.47,27.09,73.77,63.5,1825,Idle,None,60,0.0,51973.57,52.23,4.156,4.01,0.146,Medium,NONE
EV06908,2026-01-06 03:07:00,393.31,139.48,53.1,21.3,74.2,86.1,171,Charging,Slow AC,60,0.0,3214.85,54.86,4.158,4.085,0.073,High,OVERHEAT
EV06909,2026-01-06 03:08:00,397.25,74.2,40.75,24.69,82.02,96.4,150,Idle,None,60,0.0,4373.62,29.48,4.145,4.104,0.041,Medium,NONE
EV06910,2026-01-06 03:09:00,403.56,170.6,52.09,37.83,14.93,75.05,764,Discharging,None,60,62.75,17120.69,68.85,4.078,3.911,0.167,High,OVERHEAT
EV06911,2026-01-06 03:10:00,399.87,137.98,25.11,22.35,70.19,61.72,1914,Idle,None,75,0.0,56755.66,55.17,4.185,4.149,0.036,Medium,NONE
EV06912,2026-01-06 03:11:00,396.36,106.14,53.54,29.69,68.35,51.65,1876,Charging,Slow AC,75,0.0,48160.64,42.07,4.132,3.963,0.169,High,OVERHEAT
EV06913,2026-01-06 03:12:00,391.77,174.86,51.6,39.0,96.1,88.62,105,Idle,None,75,0.0,2301.31,68.5,4.064,3.906,0.158,High,OVERHEAT
EV06914,2026-01-06 03:13:00,401.27,106.05,25.62,36.79,6.42,71.48,1426,Charging,Slow AC,75,0.0,33854.91,42.55,4.059,3.988,0.071,Medium,NONE
EV06915,2026-01-06 03:14:00,398.06,174.06,27.12,32.54,14.93,68.76,1562,Charging,Fast DC,90,0.0,33906.38,69.29,4.07,3.893,0.177,Medium,NONE
EV06916,2026-01-06 03:15:00,400.4,32.33,27.14,28.38,41.61,81.96,902,Charging,Slow AC,60,0.0,17880.53,12.94,4.155,4.059,0.096,Low,NONE
EV06917,2026-01-06 03:16:00,397.86,30.43,37.3,25.46,89.91,85.82,709,Discharging,None,90,26.14,17629.41,12.11,4.18,4.008,0.172,Low,NONE
EV06918,2026-01-06 03:17:00,399.74,134.77,44.89,22.15,21.87,59.51,1829,Discharging,None,60,67.41,39805.18,53.87,4.059,4.034,0.025,High,BATTERY_DEGRADED
EV06919,2026-01-06 03:18:00,395.65,122.07,36.78,37.82,69.63,62.56,1872,Discharging,None,75,47.88,38670.15,48.3,4.06,4.014,0.046,Medium,NONE
EV06920,2026-01-06 03:19:00,390.22,24.18,33.68,20.59,69.06,67.82,1609,Idle,None,60,0.0,45700.48,9.44,4.056,3.915,0.141,Medium,NONE
EV06921,2026-01-06 03:20:00,393.04,20.53,54.07,27.57,55.8,57.68,1553,Idle,None,90,0.0,44944.42,8.07,4.16,4.003,0.157,High,OVERHEAT
EV06922,2026-01-06 03:21:00,391.0,66.32,39.21,33.78,44.11,82.9,855,Idle,None,75,0.0,24741.59,25.93,4.09,4.059,0.031,Low,NONE
EV06923,2026-01-06 03:22:00,401.63,44.06,55.53,35.84,50.88,85.1,124,Discharging,None,60,107.07,3162.9,17.7,4.125,3.949,0.176,High,OVERHEAT
EV06924,2026-01-06 03:23:00,394.62,164.83,39.44,20.08,19.35,99.32,34,Idle,None,60,0.0,882.28,65.05,4.053,3.933,0.12,Low,NONE
EV06925,2026-01-06 03:24:00,391.7,69.52,37.31,26.23,19.48,89.46,527,Idle,None,90,0.0,13013.01,27.23,4.067,4.029,0.038,Low,NONE
EV06926,2026-01-06 03:25:00,395.03,98.85,25.46,39.64,22.72,88.92,554,Idle,None,75,0.0,15921.55,39.05,4.155,4.103,0.052,Low,NONE
EV06927,2026-01-06 03:26:00,390.11,42.74,39.53,24.71,90.13,71.04,1448,Charging,Fast DC,75,0.0,27861.07,16.67,4.087,4.037,0.05,Medium,NONE
EV06928,2026-01-06 03:27:00,403.19,115.69,50.19,26.47,36.38,78.91,647,Charging,Fast DC,75,0.0,13426.35,46.65,4.107,4.005,0.102,High,OVERHEAT
EV06929,2026-01-06 03:28:00,401.63,178.72,45.05,25.59,10.26,94.44,76,Discharging,None,75,57.21,2100.47,71.78,4.153,4.101,0.052,Medium,NONE
EV06930,2026-01-06 03:29:00,400.91,135.9,46.29,24.95,69.03,81.47,675,Idle,None,75,0.0,15512.98,54.48,4.182,4.09,0.092,Medium,NONE
EV06931,2026-01-06 03:30:00,403.28,57.48,31.37,22.61,23.33,88.4,580,Discharging,None,60,102.11,15273.16,23.18,4.121,4.052,0.069,Low,NONE
EV06932,2026-01-06 03:31:00,397.28,136.25,25.4,21.62,82.89,74.9,1255,Discharging,None,75,99.58,26968.27,54.13,4.181,4.04,0.141,Medium,NONE
EV06933,2026-01-06 03:32:00,404.95,123.02,28.11,22.99,29.26,86.56,672,Discharging,None,90,28.99,16912.8,49.82,4.174,4.011,0.163,Low,NONE
EV06934,2026-01-06 03:33:00,401.49,121.65,51.05,28.37,39.91,56.4,1738,Charging,Slow AC,75,0.0,34259.97,48.84,4.109,3.982,0.127,High,OVERHEAT
EV06935,2026-01-06 03:34:00,390.07,77.84,46.02,37.38,31.77,73.6,1079,Charging,Fast DC,60,0.0,22225.09,30.36,4.09,4.004,0.086,Medium,NONE
EV06936,2026-01-06 03:35:00,394.0,29.19,40.77,38.72,94.21,78.42,1048,Idle,None,90,0.0,21052.6,11.5,4.141,3.969,0.172,Medium,NONE
EV06937,2026-01-06 03:36:00,401.61,123.35,42.58,39.88,49.52,77.02,1046,Idle,None,90,0.0,26588.02,49.54,4.197,4.034,0.163,Medium,NONE
EV06938,2026-01-06 03:37:00,391.02,48.72,39.19,32.44,38.55,60.92,1954,Idle,None,60,0.0,54985.32,19.05,4.113,3.996,0.117,Medium,NONE
EV06939,2026-01-06 03:38:00,394.56,42.8,37.96,37.94,82.87,98.08,96,Discharging,None,90,53.73,2288.26,16.89,4.177,4.03,0.147,Low,NONE
EV06940,2026-01-06 03:39:00,398.4,76.69,32.26,39.63,88.31,78.88,1056,Charging,Fast DC,60,0.0,21495.88,30.55,4.116,4.087,0.029,Medium,NONE
EV06941,2026-01-06 03:40:00,403.7,150.85,35.31,25.17,79.53,66.48,1676,Charging,Fast DC,75,0.0,33715.41,60.9,4.089,3.958,0.131,Medium,NONE
EV06942,2026-01-06 03:41:00,401.06,49.05,28.47,35.63,57.88,87.56,622,Discharging,None,75,98.54,15552.33,19.67,4.075,3.987,0.088,Low,NONE
EV06943,2026-01-06 03:42:00,395.34,109.87,55.39,35.23,93.83,86.53,58,Discharging,None,90,35.61,1371.08,43.44,4.114,3.999,0.115,High,OVERHEAT
EV06944,2026-01-06 03:43:00,399.55,170.7,49.33,27.27,10.35,82.9,482,Charging,Slow AC,75,0.0,13279.96,68.2,4.165,4.131,0.034,Medium,NONE
